Symbol,Parameters,Sharpe Ratio,Max Drawdown,Win Rate,Total Trades,Profit Loss
ISRG,fastPeriod=15;slowPeriod=20,0.7315,0.3467,0.2907,86,1.47
ITW,fastPeriod=15;slowPeriod=20,0.2821,0.1688,0.2062,97,0.35
IT,fastPeriod=5;slowPeriod=40,0.8028,0.2068,0.2115,52,1.48
IVZ,fastPeriod=15;slowPeriod=20,0.4925,0.4394,0.2600,100,1.00
JBHT,fastPeriod=15;slowPeriod=40,0.1949,0.2461,0.2778,36,0.26
JBL,fastPeriod=5;slowPeriod=20,0.4147,0.3832,0.2209,86,0.71
JCI,fastPeriod=15;slowPeriod=30,0.7271,0.1971,0.2889,45,1.22
JKHY,fastPeriod=5;slowPeriod=40,0.0197,0.2855,0.1692,65,0.08
JNJ,fastPeriod=10;slowPeriod=40,0.1123,0.1483,0.1778,45,0.17
JNPR,fastPeriod=20;slowPeriod=30,0.3936,0.2861,0.2545,55,0.57
JPM,fastPeriod=20;slowPeriod=50,0.4940,0.1743,0.2703,37,0.70
J,fastPeriod=20;slowPeriod=40,0.0272,0.2879,0.2250,40,0.05
KDP,fastPeriod=10;slowPeriod=20,0.1760,0.1888,0.1839,87,0.23
KEYS,fastPeriod=10;slowPeriod=20,0.2781,0.3415,0.1806,72,0.39
KEY,fastPeriod=5;slowPeriod=40,0.3583,0.2651,0.1731,52,0.61
KHC,fastPeriod=5;slowPeriod=30,0.2500,0.1834,0.1754,57,0.32
KIM,fastPeriod=10;slowPeriod=50,0.5291,0.2264,0.2333,30,0.84
KKR,fastPeriod=15;slowPeriod=50,0.9065,0.2698,0.3077,26,2.20
KLAC,fastPeriod=5;slowPeriod=20,0.3018,0.3423,0.1979,96,0.48
KMB,fastPeriod=15;slowPeriod=50,0.1584,0.1876,0.1290,31,0.21
KMI,fastPeriod=5;slowPeriod=30,0.4244,0.1798,0.2414,58,0.56
KMX,fastPeriod=10;slowPeriod=30,0.2009,0.2931,0.2500,52,0.27
KO,fastPeriod=20;slowPeriod=40,0.4261,0.1249,0.2558,43,0.45
KR,fastPeriod=5;slowPeriod=30,0.4024,0.1813,0.2424,66,0.61
KVUE,fastPeriod=5;slowPeriod=50,0.5064,0.1143,0.2105,19,0.30
K,fastPeriod=5;slowPeriod=50,0.1860,0.1859,0.1702,47,0.24
LDOS,fastPeriod=5;slowPeriod=50,0.3135,0.2819,0.2174,46,0.42
LEN,fastPeriod=20;slowPeriod=30,0.6897,0.2039,0.3333,48,1.40
LHX,fastPeriod=5;slowPeriod=20,0.0943,0.3125,0.1609,87,0.15
LH,fastPeriod=15;slowPeriod=20,0.4214,0.2106,0.3053,95,0.60
LII,fastPeriod=15;slowPeriod=30,0.6304,0.1863,0.2667,45,1.11
LIN,fastPeriod=10;slowPeriod=20,0.5274,0.1634,0.2048,83,0.66
LKQ,fastPeriod=20;slowPeriod=50,0.3056,0.4116,0.2162,37,0.42
LLY,fastPeriod=10;slowPeriod=20,0.9496,0.2561,0.1899,79,2.02
LMT,fastPeriod=5;slowPeriod=50,0.4606,0.1206,0.1739,46,0.51
LNT,fastPeriod=15;slowPeriod=20,0.1589,0.2226,0.2000,95,0.22
LOW,fastPeriod=15;slowPeriod=50,0.2805,0.1755,0.2500,32,0.35
LRCX,fastPeriod=20;slowPeriod=30,0.2199,0.4945,0.2000,55,0.30
LULU,fastPeriod=15;slowPeriod=20,0.3215,0.3115,0.1889,90,0.51
LUV,fastPeriod=15;slowPeriod=40,0.3338,0.3677,0.2000,30,0.51
LVS,fastPeriod=5;slowPeriod=30,0.0868,0.3938,0.1739,69,0.09
LW,fastPeriod=20;slowPeriod=40,0.3038,0.3163,0.2778,36,0.43
LYB,fastPeriod=20;slowPeriod=40,0.1929,0.3185,0.1842,38,0.26
LYV,fastPeriod=5;slowPeriod=20,0.3513,0.5233,0.2045,88,0.61
L,fastPeriod=20;slowPeriod=50,0.5694,0.1710,0.2813,32,0.75
MAA,fastPeriod=20;slowPeriod=30,0.4048,0.2783,0.2632,57,0.52
MAR,fastPeriod=20;slowPeriod=30,0.3015,0.4309,0.1897,58,0.45
MAS,fastPeriod=15;slowPeriod=20,0.2771,0.3198,0.2333,90,0.38
MA,fastPeriod=5;slowPeriod=30,-0.0222,0.4384,0.2143,70,0.02
MCD,fastPeriod=10;slowPeriod=40,0.5025,0.1350,0.2000,45,0.51
MCHP,fastPeriod=20;slowPeriod=30,-0.0205,0.4316,0.2105,57,-0.06
MCK,fastPeriod=15;slowPeriod=20,0.8889,0.1823,0.2135,89,1.64
MCO,fastPeriod=5;slowPeriod=30,0.5793,0.1989,0.2500,64,0.81
MDLZ,fastPeriod=5;slowPeriod=20,0.7596,0.1076,0.2078,77,0.82
MDT,fastPeriod=15;slowPeriod=40,0.3309,0.2094,0.1628,43,0.41
META,fastPeriod=10;slowPeriod=20,0.7136,0.2784,0.2439,82,1.78
MET,fastPeriod=20;slowPeriod=30,0.3704,0.1960,0.2400,50,0.52
MGM,fastPeriod=10;slowPeriod=20,0.0934,0.3911,0.2073,82,0.04
MHK,fastPeriod=15;slowPeriod=50,0.4445,0.4370,0.2083,24,0.81
MKC,fastPeriod=10;slowPeriod=20,0.4547,0.1619,0.2239,67,0.52
MKTX,fastPeriod=20;slowPeriod=30,-0.2230,0.4866,0.1739,46,-0.25
MLM,fastPeriod=20;slowPeriod=30,0.7103,0.1958,0.3214,56,1.19
MMC,fastPeriod=15;slowPeriod=30,0.7358,0.1485,0.2791,43,0.85
MMM,fastPeriod=15;slowPeriod=30,0.2674,0.2715,0.2200,50,0.37
MNST,fastPeriod=15;slowPeriod=20,-0.1782,0.6050,0.2366,93,-0.35
MOH,fastPeriod=5;slowPeriod=30,-0.0733,0.3822,0.1972,71,-0.08
MOS,fastPeriod=10;slowPeriod=40,0.6869,0.4308,0.1905,42,1.91
MO,fastPeriod=5;slowPeriod=20,0.4443,0.1970,0.2258,93,0.58
MPC,fastPeriod=10;slowPeriod=20,0.8475,0.2373,0.2564,78,2.27
MPWR,fastPeriod=10;slowPeriod=20,0.4980,0.5103,0.2051,78,1.22
MRK,fastPeriod=5;slowPeriod=20,0.1508,0.2150,0.1647,85,0.21
MRNA,fastPeriod=15;slowPeriod=50,0.6267,0.5924,0.2083,24,2.14
MSCI,fastPeriod=15;slowPeriod=50,0.5390,0.1873,0.2778,36,0.82
MSFT,fastPeriod=15;slowPeriod=30,0.4785,0.2062,0.2679,56,0.65
MSI,fastPeriod=5;slowPeriod=20,0.7141,0.1640,0.2500,84,1.07
MS,fastPeriod=20;slowPeriod=30,0.6493,0.1935,0.3103,58,1.11
MTB,fastPeriod=15;slowPeriod=30,0.3671,0.3075,0.2400,50,0.63
MTCH,fastPeriod=20;slowPeriod=50,-0.1984,0.4936,0.1429,28,-0.28
MTD,fastPeriod=15;slowPeriod=20,0.4149,0.3737,0.2273,88,0.66
MU,fastPeriod=20;slowPeriod=50,0.5232,0.2883,0.2903,31,1.11
NCLH,fastPeriod=15;slowPeriod=20,0.1682,0.5842,0.2200,100,0.04
NDAQ,fastPeriod=5;slowPeriod=20,0.6309,0.2193,0.2614,88,0.87
NDSN,fastPeriod=20;slowPeriod=40,-0.0855,0.2767,0.1591,44,-0.04
NEE,fastPeriod=5;slowPeriod=20,-0.1549,0.7549,0.1828,93,-0.60
NEM,fastPeriod=10;slowPeriod=20,0.1930,0.3393,0.2381,84,0.26
NFLX,fastPeriod=10;slowPeriod=20,0.6843,0.3056,0.2625,80,1.69
NI,fastPeriod=10;slowPeriod=30,0.0753,0.3674,0.2000,55,0.13
NKE,fastPeriod=20;slowPeriod=30,0.2248,0.2808,0.2459,61,0.31
NOC,fastPeriod=15;slowPeriod=20,0.1566,0.1870,0.1939,98,0.22
NOW,fastPeriod=15;slowPeriod=20,0.1589,0.5079,0.2500,96,0.20
NRG,fastPeriod=5;slowPeriod=30,0.5562,0.2235,0.2500,64,1.11
NSC,fastPeriod=5;slowPeriod=30,0.3792,0.1998,0.2500,56,0.51
NTAP,fastPeriod=20;slowPeriod=30,0.2427,0.3130,0.2097,62,0.35
NTRS,fastPeriod=10;slowPeriod=20,-0.0464,0.3840,0.1875,80,-0.04
NUE,fastPeriod=5;slowPeriod=30,0.7460,0.3066,0.2097,62,2.01
NVDA,fastPeriod=5;slowPeriod=20,0.1478,0.9368,0.1957,92,-0.68
NVR,fastPeriod=20;slowPeriod=30,0.7791,0.2139,0.3333,48,1.36
NWSA,fastPeriod=10;slowPeriod=20,0.6555,0.3346,0.2432,74,1.07
NWS,fastPeriod=5;slowPeriod=20,0.7114,0.3388,0.2222,90,1.23
NXPI,fastPeriod=10;slowPeriod=30,0.1795,0.3159,0.2105,57,0.23
ODFL,fastPeriod=20;slowPeriod=30,0.5175,0.3426,0.3175,63,0.95
OKE,fastPeriod=20;slowPeriod=40,0.8434,0.1879,0.3000,40,1.92
OMC,fastPeriod=20;slowPeriod=40,0.4336,0.2852,0.2368,38,0.63
ON,fastPeriod=10;slowPeriod=20,0.2116,0.5189,0.2326,86,0.26
ORCL,fastPeriod=15;slowPeriod=20,0.8790,0.2375,0.2841,88,1.95
ORLY,fastPeriod=5;slowPeriod=30,0.5846,0.2277,0.2388,67,0.81
OTIS,fastPeriod=5;slowPeriod=20,0.5458,0.2932,0.2000,85,0.68
OXY,fastPeriod=10;slowPeriod=30,0.7096,0.4058,0.1852,54,2.32
O,fastPeriod=20;slowPeriod=30,-0.0110,0.2762,0.2281,57,0.07
PANW,fastPeriod=5;slowPeriod=40,-0.1513,0.8023,0.2115,52,-0.67
PARA,fastPeriod=20;slowPeriod=30,-0.0539,0.8500,0.2131,61,-0.31
PAYC,fastPeriod=20;slowPeriod=30,0.2319,0.3158,0.1961,51,0.33
PAYX,fastPeriod=10;slowPeriod=40,0.4938,0.2691,0.2195,41,0.63
PCAR,fastPeriod=15;slowPeriod=20,0.3474,0.2439,0.1892,111,0.47
PCG,fastPeriod=20;slowPeriod=40,0.5368,0.1813,0.2105,38,0.85
PEG,fastPeriod=10;slowPeriod=40,0.3863,0.1570,0.2750,40,0.46
PEP,fastPeriod=15;slowPeriod=20,0.1425,0.2059,0.2211,95,0.19
PFE,fastPeriod=15;slowPeriod=20,0.2321,0.3173,0.1733,75,0.31
PFG,fastPeriod=15;slowPeriod=40,0.4063,0.2597,0.2683,41,0.63
PGR,fastPeriod=15;slowPeriod=30,0.6504,0.2617,0.2157,51,0.97
PG,fastPeriod=20;slowPeriod=30,0.3648,0.1441,0.2105,57,0.38
PHM,fastPeriod=20;slowPeriod=40,0.5464,0.3552,0.3056,36,1.02
PH,fastPeriod=15;slowPeriod=40,0.7110,0.2122,0.2895,38,1.28
PKG,fastPeriod=20;slowPeriod=40,0.6169,0.1817,0.2647,34,0.93
PLD,fastPeriod=5;slowPeriod=20,0.6706,0.2288,0.2597,77,1.10
PLTR,fastPeriod=5;slowPeriod=50,0.5215,0.5891,0.1346,52,1.49
PM,fastPeriod=5;slowPeriod=20,0.7817,0.1285,0.2346,81,1.12
PNC,fastPeriod=20;slowPeriod=30,0.5957,0.2428,0.3200,50,1.00
PNR,fastPeriod=10;slowPeriod=20,0.9796,0.2357,0.3103,58,2.13
PNW,fastPeriod=5;slowPeriod=20,0.2410,0.2281,0.1910,89,0.30
PODD,fastPeriod=15;slowPeriod=30,0.3314,0.4381,0.2407,54,0.56
POOL,fastPeriod=20;slowPeriod=30,0.1353,0.3081,0.2414,58,0.18
PPG,fastPeriod=10;slowPeriod=30,-0.0774,0.3567,0.1552,58,-0.03
PPL,fastPeriod=5;slowPeriod=20,0.3025,0.1647,0.2680,97,0.37
PRU,fastPeriod=20;slowPeriod=40,0.1957,0.3049,0.1316,38,0.27
PSA,fastPeriod=20;slowPeriod=30,0.4247,0.3837,0.2381,63,0.57
PSX,fastPeriod=5;slowPeriod=20,0.4174,0.2481,0.1932,88,0.69
PTC,fastPeriod=15;slowPeriod=40,0.1982,0.3326,0.2250,40,0.27
PWR,fastPeriod=20;slowPeriod=40,1.3744,0.2247,0.3333,24,5.33
PYPL,fastPeriod=20;slowPeriod=30,-0.0268,0.5634,0.2083,48,-0.09
QCOM,fastPeriod=15;slowPeriod=20,0.5157,0.3731,0.2556,90,1.04
RCL,fastPeriod=5;slowPeriod=20,0.9890,0.4913,0.2632,76,4.87
REGN,fastPeriod=20;slowPeriod=30,0.2927,0.3527,0.2340,47,0.40
REG,fastPeriod=15;slowPeriod=20,0.5943,0.2802,0.2727,99,0.99
RF,fastPeriod=5;slowPeriod=40,0.6272,0.2560,0.2500,40,1.26
RJF,fastPeriod=15;slowPeriod=20,0.7553,0.2345,0.2917,96,1.49
RL,fastPeriod=20;slowPeriod=30,0.7341,0.3553,0.2549,51,1.99
RMD,fastPeriod=15;slowPeriod=20,0.2165,0.3937,0.2326,86,0.30
ROK,fastPeriod=15;slowPeriod=20,0.1725,0.3119,0.2500,88,0.23
ROL,fastPeriod=5;slowPeriod=30,0.4549,0.2517,0.2264,53,0.66
ROP,fastPeriod=5;slowPeriod=20,0.1552,0.2273,0.1685,89,0.21
ROST,fastPeriod=20;slowPeriod=30,0.3794,0.2600,0.2833,60,0.56
RSG,fastPeriod=5;slowPeriod=20,0.8966,0.1269,0.2651,83,1.08
RTX,fastPeriod=10;slowPeriod=30,0.3295,0.2236,0.2105,57,0.42
RVTY,fastPeriod=10;slowPeriod=30,0.3356,0.3277,0.2200,50,0.50
SBAC,fastPeriod=10;slowPeriod=30,0.2573,0.2203,0.1940,67,0.34
SBUX,fastPeriod=20;slowPeriod=30,0.6074,0.2125,0.2456,57,1.08
SCHW,fastPeriod=15;slowPeriod=50,0.7776,0.3432,0.3103,29,1.66
SHW,fastPeriod=15;slowPeriod=30,-0.0107,0.6888,0.2857,42,-0.33
SJM,fastPeriod=20;slowPeriod=50,0.1128,0.1733,0.2121,33,0.17
SLB,fastPeriod=5;slowPeriod=30,0.3907,0.3569,0.1618,68,0.71
SMCI,fastPeriod=5;slowPeriod=50,0.5194,0.6554,0.1887,53,1.59
SNA,fastPeriod=5;slowPeriod=20,0.3650,0.3422,0.1786,84,0.52
SNPS,fastPeriod=15;slowPeriod=20,0.8030,0.2301,0.3444,90,1.93
SOLV,fastPeriod=15;slowPeriod=20,1.2749,0.0988,0.2917,24,0.41
SO,fastPeriod=5;slowPeriod=50,0.4909,0.2008,0.2340,47,0.54
SPGI,fastPeriod=5;slowPeriod=40,0.5928,0.1360,0.2857,42,0.75
SPG,fastPeriod=20;slowPeriod=50,0.7657,0.1532,0.3333,27,1.52
SRE,fastPeriod=20;slowPeriod=50,0.1213,0.1839,0.1765,34,0.18
STE,fastPeriod=15;slowPeriod=20,0.1548,0.2024,0.2637,91,0.21
STLD,fastPeriod=5;slowPeriod=30,0.6567,0.2953,0.2206,68,1.66
STT,fastPeriod=5;slowPeriod=50,0.0659,0.2730,0.1875,48,0.09
STX,fastPeriod=5;slowPeriod=30,0.3015,0.3852,0.1970,66,0.47
STZ,fastPeriod=15;slowPeriod=20,0.2597,0.2596,0.2151,93,0.33
SWKS,fastPeriod=5;slowPeriod=20,-0.1271,0.4263,0.1461,89,-0.20
SWK,fastPeriod=20;slowPeriod=30,0.3050,0.2533,0.2692,52,0.43
SW,fastPeriod=20;slowPeriod=30,0.4378,0.2268,0.2414,58,0.77
SYF,fastPeriod=20;slowPeriod=30,0.6279,0.2878,0.2778,54,1.42
SYK,fastPeriod=15;slowPeriod=20,0.1567,0.3138,0.2609,92,0.22
SYY,fastPeriod=15;slowPeriod=20,0.0706,0.2865,0.2632,95,0.11
TAP,fastPeriod=15;slowPeriod=40,0.4682,0.2230,0.2564,39,0.73
TDG,fastPeriod=10;slowPeriod=20,0.5415,0.3259,0.2529,87,0.88
TDY,fastPeriod=15;slowPeriod=30,0.4198,0.2182,0.2500,48,0.56
TECH,fastPeriod=10;slowPeriod=50,-0.2903,0.8640,0.1667,42,-0.72
TEL,fastPeriod=20;slowPeriod=30,0.1351,0.3570,0.2462,65,0.19
TER,fastPeriod=10;slowPeriod=20,0.5715,0.3933,0.1912,68,1.33
TFC,fastPeriod=10;slowPeriod=20,0.0993,0.3633,0.2024,84,0.12
TFX,fastPeriod=10;slowPeriod=50,-0.1900,0.3031,0.1389,36,-0.12
TGT,fastPeriod=15;slowPeriod=40,0.4136,0.2787,0.2222,36,0.66
TJX,fastPeriod=20;slowPeriod=30,0.1983,0.3165,0.2586,58,0.27
TMO,fastPeriod=10;slowPeriod=20,0.5361,0.2482,0.2571,70,0.77
TMUS,fastPeriod=10;slowPeriod=30,0.5880,0.1753,0.2642,53,0.78
TPL,fastPeriod=20;slowPeriod=50,0.6218,0.7128,0.2222,27,1.63
TPR,fastPeriod=15;slowPeriod=40,1.2039,0.3746,0.1538,39,5.60
TRGP,fastPeriod=10;slowPeriod=30,1.1623,0.3421,0.2600,50,4.57
TRMB,fastPeriod=10;slowPeriod=30,0.4128,0.3714,0.2292,48,0.66
TROW,fastPeriod=10;slowPeriod=30,0.2633,0.2490,0.1522,46,0.37
TRV,fastPeriod=10;slowPeriod=50,0.4967,0.2244,0.1622,37,0.66
TSCO,fastPeriod=20;slowPeriod=50,0.2294,0.3046,0.1714,35,0.31
TSLA,fastPeriod=10;slowPeriod=30,0.5941,0.7761,0.2619,42,1.48
TSN,fastPeriod=20;slowPeriod=30,0.2083,0.2479,0.2653,49,0.28
TTWO,fastPeriod=5;slowPeriod=20,-0.0146,0.4557,0.1771,96,0.00
TT,fastPeriod=5;slowPeriod=30,0.8678,0.1731,0.2500,64,1.63
TXN,fastPeriod=5;slowPeriod=20,0.0675,0.1949,0.2079,101,0.10
TXT,fastPeriod=5;slowPeriod=20,0.4285,0.3082,0.1909,110,0.73
TYL,fastPeriod=20;slowPeriod=50,0.2230,0.2900,0.2258,31,0.30
T,fastPeriod=5;slowPeriod=20,-0.0050,0.4581,0.1609,87,0.04
UAL,fastPeriod=5;slowPeriod=20,0.3845,0.6364,0.1563,96,0.77
UBER,fastPeriod=20;slowPeriod=30,0.4504,0.4893,0.2632,57,0.92
UDR,fastPeriod=20;slowPeriod=30,0.4252,0.1789,0.3023,43,0.53
UHS,fastPeriod=15;slowPeriod=20,0.8093,0.2080,0.2283,92,1.67
ULTA,fastPeriod=5;slowPeriod=20,0.0907,0.4031,0.1413,92,0.11
UNH,fastPeriod=5;slowPeriod=20,-0.1319,0.3352,0.1667,90,-0.08
UNP,fastPeriod=10;slowPeriod=20,0.1817,0.2427,0.1977,86,0.25
UPS,fastPeriod=15;slowPeriod=20,-0.0582,0.5446,0.2095,105,-0.07
URI,fastPeriod=10;slowPeriod=50,0.7496,0.2888,0.2813,32,1.91
USB,fastPeriod=20;slowPeriod=40,0.2953,0.2951,0.2750,40,0.42
VICI,fastPeriod=20;slowPeriod=50,0.4145,0.1966,0.2414,29,0.51
VLO,fastPeriod=10;slowPeriod=30,0.5764,0.3473,0.2500,64,1.20
VLTO,fastPeriod=15;slowPeriod=20,0.8547,0.0958,0.2381,42,0.37
VMC,fastPeriod=20;slowPeriod=30,0.4956,0.1684,0.2931,58,0.78
VRSK,fastPeriod=20;slowPeriod=30,0.3489,0.1614,0.2830,53,0.43
VRSN,fastPeriod=5;slowPeriod=50,0.2178,0.1854,0.1778,45,0.27
VRTX,fastPeriod=20;slowPeriod=50,0.2825,0.1950,0.2258,31,0.38
VST,fastPeriod=20;slowPeriod=30,0.8136,0.3469,0.2400,50,2.99
VTRS,fastPeriod=10;slowPeriod=40,-0.0051,0.3807,0.1957,46,0.03
VTR,fastPeriod=10;slowPeriod=50,0.7943,0.1986,0.2903,31,1.31
VZ,fastPeriod=5;slowPeriod=20,0.0469,0.2693,0.1566,83,0.12
V,fastPeriod=10;slowPeriod=20,0.0445,0.3371,0.2535,71,0.11
WAB,fastPeriod=20;slowPeriod=30,0.5092,0.3242,0.2963,54,0.78
WAT,fastPeriod=5;slowPeriod=20,0.5582,0.3906,0.1923,78,0.95
WBA,fastPeriod=5;slowPeriod=50,-0.0533,0.4584,0.1489,47,-0.11
WBD,fastPeriod=5;slowPeriod=20,-0.1571,0.5352,0.1220,82,-0.28
WDAY,fastPeriod=15;slowPeriod=30,0.2694,0.3168,0.2308,52,0.40
WDC,fastPeriod=10;slowPeriod=30,0.1777,0.4583,0.2115,52,0.17
WEC,fastPeriod=15;slowPeriod=30,0.1100,0.2335,0.2745,51,0.17
WELL,fastPeriod=5;slowPeriod=30,0.7826,0.1661,0.2459,61,1.43
WFC,fastPeriod=10;slowPeriod=20,0.4827,0.3656,0.2195,82,0.85
WMB,fastPeriod=10;slowPeriod=30,0.7199,0.1747,0.2407,54,1.19
WMT,fastPeriod=5;slowPeriod=40,-0.0636,0.6661,0.2593,54,-0.38
WM,fastPeriod=20;slowPeriod=30,0.6734,0.1433,0.2449,49,0.80
WRB,fastPeriod=10;slowPeriod=50,-0.0641,0.4294,0.2439,41,-0.09
WST,fastPeriod=10;slowPeriod=20,0.4391,0.3914,0.2237,76,0.70
WTW,fastPeriod=15;slowPeriod=30,0.3051,0.2246,0.2769,65,0.37
WYNN,fastPeriod=20;slowPeriod=30,-0.0400,0.5875,0.1846,65,-0.17
WY,fastPeriod=20;slowPeriod=30,0.2863,0.1978,0.2407,54,0.39
XEL,fastPeriod=5;slowPeriod=40,0.1711,0.1416,0.1837,49,0.22
XOM,fastPeriod=10;slowPeriod=40,0.5142,0.3070,0.2143,42,0.86
XYL,fastPeriod=5;slowPeriod=30,0.6963,0.2517,0.1905,63,1.05
YUM,fastPeriod=15;slowPeriod=30,0.2747,0.1964,0.2000,55,0.31
ZBH,fastPeriod=20;slowPeriod=30,0.1727,0.2715,0.2667,60,0.24
ZBRA,fastPeriod=5;slowPeriod=50,0.4722,0.3513,0.1905,42,0.82
ZTS,fastPeriod=20;slowPeriod=30,0.2318,0.2726,0.2414,58,0.31
